Id,SalePrice,OverallQual,GrLivArea,GarageCars,TotRmsAbvGrd,YearBuilt,KitchenQual,ExterQual
843,174900,6,1165,2,6,1966,3,3
844,141000,5,1800,0,10,1961,3,3
845,153900,5,1416,3,7,1915,3,3
846,171000,5,1701,2,6,1975,3,3
848,133500,5,864,1,5,1972,3,3
849,240000,6,2358,2,10,1908,3,3
850,187000,6,1855,2,7,1976,3,2
851,131500,6,848,2,3,2003,2,2
852,215000,8,1456,2,7,2003,2,2
853,164000,7,1646,1,7,1941,3,3
854,158000,6,1445,2,7,1964,3,3
855,170000,5,1779,2,6,1955,3,3
856,127000,5,1040,1,6,1962,3,3
857,147000,6,1026,2,5,1978,3,3
860,250000,6,2654,2,9,1968,2,3
861,189950,7,1426,1,7,1918,2,2
862,131500,5,1039,2,6,1965,3,3
863,152000,6,1097,2,6,1984,3,3
864,132500,5,1148,1,6,1959,3,3
865,250580,7,1372,2,6,2007,2,2
866,148500,5,1002,2,5,1970,3,3
868,129000,4,1120,2,5,1961,1,3
869,169000,5,2320,2,7,1948,3,3
870,236000,7,1949,2,8,1993,2,2
871,109500,5,894,1,5,1962,3,3
873,116000,5,910,2,5,1953,2,2
874,133000,5,1268,1,6,1949,3,2
875,66500,5,1131,1,5,1941,3,3
876,303477,8,2610,2,11,2007,0,2
877,132250,4,1040,2,5,1963,3,3
878,350000,9,2224,3,10,2004,0,2
879,148000,5,1155,2,6,1961,2,3
881,157000,5,1090,2,5,2005,3,3
882,187500,7,1717,2,7,1990,2,2
883,178000,6,1593,2,7,1992,3,3
884,118500,4,2230,1,10,1912,3,2
885,100000,5,892,1,5,1967,3,3
886,328900,9,1709,2,5,1999,2,2
887,145000,5,1712,2,8,1959,3,3
888,135500,5,1393,1,8,1955,3,3
889,268000,8,2217,2,8,1970,2,2
890,149500,6,1505,2,6,1953,3,3
891,122900,5,924,2,6,1949,3,3
893,154500,6,1068,1,6,1963,3,3
894,165000,5,1383,1,6,1954,3,3
895,118858,5,1535,2,8,1979,3,3
896,140000,6,1796,2,8,1963,3,3
899,611657,9,2364,3,11,2009,0,0
901,110000,4,858,1,4,1971,3,3
902,153000,5,1306,1,5,1957,3,3
903,180000,7,1509,2,8,2003,2,2
904,240000,7,1670,3,7,2006,2,2
905,125500,5,902,1,6,1967,3,3
906,128000,5,1063,1,6,1954,3,3
907,255000,8,1636,3,8,2006,2,2
909,131000,5,902,2,5,1983,3,3
910,174000,6,1484,2,8,2005,2,2
911,154300,5,2274,2,12,1960,3,3
912,143500,5,1268,1,5,1977,2,3
913,88000,5,1015,1,6,1925,3,3
914,145000,5,2002,3,8,1949,3,3
915,173733,6,1224,2,4,2009,2,2
916,75000,4,1092,1,6,1970,3,3
917,35311,2,480,1,4,1949,3,3
918,135000,4,1229,1,6,1956,3,3
919,238000,7,2127,3,8,1991,2,2
920,176500,6,1414,2,6,1958,3,0
921,201000,6,1721,2,7,1994,2,2
923,169990,6,1316,2,6,2005,2,2
924,193000,6,1617,2,5,1993,2,2
925,207500,6,1686,2,7,1980,3,3
926,175000,5,1126,2,6,1977,0,3
927,285000,8,2374,3,10,2003,0,2
929,236500,8,1788,2,7,2001,0,2
930,222000,7,2236,2,8,1997,2,3
932,117500,5,925,1,5,1965,3,3
933,320000,9,1905,3,8,2006,0,0
934,190000,7,1500,2,6,2004,2,2
935,242000,7,2069,2,9,1960,2,3
936,79900,4,747,2,5,1926,3,3
937,184900,7,1200,2,5,2003,2,2
938,253000,7,1971,2,8,2005,2,2
939,239799,7,1962,3,7,2006,2,2
940,244400,7,2403,1,10,1940,3,3
941,150900,6,1728,2,8,1976,3,3
942,214000,7,2060,2,8,1999,2,2
943,150000,4,1440,0,8,1977,3,3
944,143000,5,1632,2,8,1967,3,3
945,137500,6,1344,2,7,1958,2,3
946,124900,5,1869,2,7,1890,3,3
947,143000,5,1144,1,6,1959,3,3
948,270000,8,1629,3,9,2002,2,2
950,197500,6,1381,2,5,1972,2,3
951,129000,5,864,2,5,1950,2,3
952,119900,5,965,1,6,1965,3,3
953,133900,5,768,1,5,1972,3,3
954,172000,5,1968,2,7,1969,3,3
955,127500,6,980,0,4,1975,3,3
956,145000,6,1958,2,8,1946,3,3
957,124000,6,1229,2,5,1980,3,3
958,132000,5,1057,2,6,1962,3,3
960,155000,7,1416,2,6,1999,2,2
961,116500,5,858,0,4,1958,3,3
962,272000,6,2872,2,11,1977,3,3
965,214900,7,1894,2,8,2002,2,2
968,135000,5,1098,1,6,1955,3,3
969,37900,3,968,0,6,1910,3,3
970,140000,6,1095,1,6,1958,3,3
971,135000,4,1192,0,6,1949,3,3
972,173000,7,1626,2,6,2003,2,2
973,99500,6,918,1,5,1979,3,3
974,182000,7,1428,2,6,2007,2,2
975,167500,7,2019,2,8,1910,2,3
976,165000,7,1382,2,6,2000,2,2
977,85500,4,869,0,4,1923,1,3
979,110000,4,894,2,5,1954,3,3
981,178400,7,999,2,6,1961,0,0
982,336000,8,2612,3,8,1998,2,2
983,159895,7,1266,2,6,2007,2,2
984,255900,8,2290,2,9,2002,2,2
985,126000,5,1734,2,8,1977,2,3
986,125000,5,1164,1,5,1950,3,3
988,395192,9,1940,3,8,2009,0,0
989,195000,6,2030,2,8,1976,2,3
991,348000,8,2392,3,7,1997,2,2
993,187000,6,1851,2,7,1964,2,3
994,173900,6,1500,2,6,2005,2,3
995,337500,10,1718,3,7,2006,0,0
996,121600,4,1230,1,5,1946,3,3
997,136500,5,1050,1,6,1961,3,3
998,185000,6,1442,2,6,1970,3,3
999,91000,3,1077,1,6,1922,3,3
1000,206000,7,1208,2,6,2006,2,2
1002,86000,5,691,1,4,1920,0,3
1005,181000,7,1504,2,7,2005,2,2
1006,149900,5,985,1,6,1977,3,2
1007,163500,6,1657,2,7,1970,3,3
1008,88000,4,1092,1,6,1970,3,3
1009,240000,7,1710,2,7,2004,2,2
1010,102000,5,1522,0,7,1926,3,3
1011,135000,5,1271,1,7,1948,3,3
1012,100000,5,1664,0,8,1965,3,3
1013,165000,6,1502,1,7,1923,2,3
1016,227000,8,1665,2,6,2001,2,2
1017,203000,7,1504,2,6,1996,2,2
1019,160000,7,1472,2,7,1991,2,2
1021,176000,4,1132,2,5,2005,2,3
1023,87000,5,1248,1,6,1930,3,3
1024,191000,7,1504,2,7,2005,2,2
1025,287000,8,2898,2,10,1976,2,2
1027,167500,5,1264,2,6,1960,3,3
1028,293077,8,1646,3,7,2007,2,2
1029,105000,5,1376,1,6,1941,3,3
1032,197000,7,3082,2,12,1920,3,3
1033,310000,8,2520,3,10,1993,2,2
1034,230000,7,1654,3,6,2002,2,2
1035,119750,5,954,1,5,1938,1,3
1036,84000,4,845,1,5,1957,3,3
1037,315500,9,1620,3,6,2007,0,2
1038,287000,8,2263,2,7,2001,2,2
1039,97000,4,1344,0,6,1970,3,3
1041,155000,5,1803,2,8,1957,3,3
1042,173000,6,1632,2,7,1966,2,3
1044,262280,7,2329,2,10,1990,2,3
1045,278000,8,2524,2,9,1981,2,2
1046,139600,3,1733,2,8,1955,3,3
1047,556581,9,2868,3,11,2005,0,2
1049,115000,5,1771,2,9,1960,3,3
1051,176485,7,1302,2,6,2007,2,2
1052,200141,7,1316,2,6,2007,2,2
1053,165000,6,1977,2,9,1964,3,3
1054,144500,5,1526,1,7,1957,3,3
1055,255000,8,1989,2,7,2002,2,2
1057,185850,7,1364,2,6,2005,2,2
1059,335000,9,2184,3,10,2008,0,0
1060,220000,6,1991,2,7,1932,3,3
1061,213500,8,1338,2,6,2001,2,2
1062,81000,3,894,3,6,1935,3,1
1063,90000,5,2337,2,10,1900,3,3
1064,110500,6,1103,2,5,1925,2,3
1065,154000,5,1154,2,6,1966,3,3
1066,328000,7,2260,2,7,1996,2,2
1067,178000,6,1571,2,7,1993,3,2
1068,167900,6,1611,2,7,1964,3,3
1069,151400,6,2521,2,10,1973,3,3
1070,135000,5,893,2,4,1949,2,3
1072,154000,6,1556,2,8,1968,3,3
1073,91500,5,1456,1,7,1948,3,3
1077,170000,5,1466,2,7,1936,2,3
1078,138800,5,1096,1,6,1969,3,3
1080,126000,5,990,1,5,1994,3,3
1081,145000,6,1258,2,5,1971,2,2
1083,192000,7,1459,2,6,2002,2,2
1086,147000,6,996,2,5,1992,2,3
1087,83500,4,1092,1,6,1973,3,3
1088,252000,8,1953,3,9,2005,2,2
1089,137500,7,1709,2,7,2004,2,2
1090,197000,8,1247,2,4,2005,2,2
1092,160000,7,1252,2,4,1999,2,2
1093,136500,6,1694,2,7,1925,3,3
1094,146000,5,1200,2,6,1965,2,3
1095,129000,5,936,1,4,1956,3,3
1096,176432,6,1314,2,6,2006,2,2
1099,128000,4,1324,1,6,1936,3,3
1100,157000,7,1601,2,7,1978,3,3
1101,60000,2,438,1,3,1920,1,3
1102,119500,5,950,1,5,1971,3,3
1104,159500,6,1194,2,6,1959,3,3
1105,106000,5,1302,2,6,1970,3,3
1107,179900,7,1442,2,6,1990,2,2
1108,274725,7,2021,2,9,2006,2,2
1111,188000,6,1658,2,8,1995,3,3
1112,205000,7,1964,2,8,1976,3,3
1113,129900,5,816,1,5,1957,3,3
1114,134500,5,1008,1,6,1953,2,3
1116,318000,8,1734,3,7,2007,0,2
1117,184100,8,1419,2,7,2002,2,2
1118,130000,5,894,2,5,1967,2,3
1119,140000,5,1601,1,6,1958,3,3
1120,133700,5,1040,1,6,1959,3,3
1121,118400,6,1012,1,6,1920,3,3
1122,212900,7,1552,3,7,2005,2,2
1124,118000,5,698,0,4,1947,3,3
1126,115000,4,1005,2,5,1955,1,3
1127,174000,7,1555,3,7,2007,2,2
1128,259000,7,1530,3,7,2004,2,2
1129,215000,7,1959,2,8,2004,2,2
1131,135000,4,1981,2,7,1928,2,3
1132,93500,5,974,0,5,1991,3,3
1133,117500,6,2210,1,8,1880,1,3
1134,239500,8,2020,2,8,1995,2,2
1135,169000,6,1600,2,7,1997,3,3
1136,102000,6,986,1,5,1926,3,3
1137,119000,6,1252,1,6,1950,3,3
1138,94000,5,1020,0,6,1875,3,3
1139,196000,6,1567,2,5,1977,2,3
1140,144000,5,1167,2,6,1920,3,3
1141,139000,5,952,2,4,1951,3,3
1142,197500,5,1868,2,9,1976,2,3
1143,424870,8,2828,3,11,2006,2,2
1144,80000,5,1006,0,5,1959,3,3
1145,80000,4,924,1,5,1941,1,3
1146,149000,5,1576,1,8,1928,3,3
1147,180000,6,1298,2,5,1985,2,2
1148,174500,7,1564,1,7,1941,1,3
1149,116900,7,1111,1,5,1926,3,3
1150,143000,7,1482,2,7,1920,3,3
1151,124000,6,932,1,4,1950,2,3
1152,149900,5,1466,2,6,1959,1,3
1153,230000,6,1811,2,6,1956,0,3
1154,120500,6,816,1,5,1930,3,2
1155,201800,7,1820,2,8,1965,2,3
1156,218000,5,1437,2,6,1976,2,2
1157,179900,5,1265,2,6,1965,2,3
1158,230000,7,1314,2,6,2007,2,2
1159,235128,8,1580,3,7,2007,2,2
1161,146000,6,1456,2,7,1978,3,3
1162,224000,6,1640,2,7,1954,2,2
1163,129000,5,894,2,5,1968,3,3
1165,194000,5,1432,2,5,1978,2,3
1166,233170,7,1502,2,7,2009,2,2
1168,173000,6,1671,2,7,2000,3,3
1169,235000,6,2108,2,7,1935,2,3
1170,625000,10,3627,3,10,1995,2,2
1171,171000,6,1118,1,6,1977,3,3
1172,163000,6,1261,2,6,1958,3,3
1173,171900,7,1250,2,5,2006,2,2
1175,239000,6,2345,2,9,1932,3,3
1176,285000,8,2872,2,9,1992,2,2
1177,119500,5,923,1,5,1984,3,3
1178,115000,6,1224,1,5,1926,3,3
1179,154900,5,1343,1,7,1921,3,3
1180,93000,5,1124,0,5,1954,3,3
1181,250000,7,2514,2,8,1990,3,3
1182,392500,8,1652,2,5,2008,2,0
1184,120000,5,1130,2,5,1920,3,3
1185,186700,5,1572,3,5,1963,3,3
1186,104900,5,1221,1,7,1924,3,3
1187,95000,3,1699,2,7,1900,3,3
1188,262000,8,1624,3,5,1994,2,2
1189,195000,7,1660,2,7,2002,2,2
1190,189000,7,1804,2,7,1999,2,3
1191,168000,4,1622,4,7,1961,3,3
1192,174000,8,1441,2,5,1999,2,2
1194,165000,6,1224,2,5,1999,3,3
1195,158000,6,1352,1,7,1969,3,3
1196,176000,6,1456,2,8,2005,2,3
1197,219210,7,1863,3,9,2006,2,2
1198,144000,7,1690,1,7,1916,3,3
1199,178000,7,1212,2,6,2001,2,2
1200,148000,4,1382,2,6,1963,3,3
1202,197900,7,1779,2,6,1998,2,3
1203,117000,5,1348,1,5,1925,3,3
1204,213000,7,1630,2,6,2000,2,2
1205,153500,5,1074,2,6,1975,3,3
1206,271900,7,2196,3,7,1990,2,2
1207,107000,4,1056,1,5,1966,3,3
1208,200000,6,1700,2,7,2003,2,2
1209,140000,5,1283,2,6,1962,3,3
1210,290000,8,1660,2,8,2006,2,2
1211,189000,6,1845,2,8,1992,2,2
1213,113000,4,672,1,4,1941,3,3
1214,145000,4,960,1,3,1965,3,3
1216,125000,5,894,1,5,1966,3,3
1217,112000,6,1902,2,8,1978,3,3
1219,80500,4,912,0,3,1947,3,3
1220,91500,6,1218,0,7,1971,3,3
1221,115000,5,912,1,5,1964,3,3
1222,134000,5,1211,1,5,1968,3,3
1223,143000,6,1846,1,7,1949,3,3
1225,184000,7,1490,2,8,2004,2,2
1227,214000,6,1933,3,9,2007,2,2
1228,147000,5,912,2,5,1965,2,3
1230,127000,5,1507,1,7,1960,3,3
1231,190000,5,2620,2,12,1977,3,3
1232,132500,5,1190,2,6,1962,3,3
1233,101800,4,1224,2,6,1962,3,3
1235,130000,5,1964,0,7,1911,3,3
1236,138887,5,1784,1,9,1914,3,3
1237,175500,7,1626,2,6,2003,2,2
1239,142500,6,1141,2,6,2005,3,2
1240,265900,8,1484,2,6,2006,0,2
1241,224900,7,1768,2,8,2003,2,2
1242,248328,7,1689,3,7,2007,2,2
1243,170000,7,1173,2,6,1974,2,3
1244,465000,10,2076,3,7,2006,0,0
1246,178000,6,1868,2,7,1984,3,3
1247,186500,7,1553,2,6,2005,2,2
1248,169900,6,1034,3,6,1976,3,3
1249,129500,6,2058,2,8,1917,3,3
1250,119000,5,988,1,6,1950,3,3
1251,244000,7,2110,2,8,1968,0,2
1252,171750,7,1405,2,6,2003,2,2
1253,130000,5,874,1,5,1968,3,3
1254,294000,7,2167,2,9,1974,2,2
1255,165400,7,1656,2,7,2003,2,2
1256,127500,6,1367,1,6,1931,3,3
1257,301500,8,1987,2,7,1994,2,2
1259,190000,7,1166,2,5,2005,2,2
1260,151000,6,1054,2,6,1969,3,3
1262,128900,5,1050,1,5,1956,3,3
1263,161500,4,1788,1,8,1957,3,3
1264,180500,6,1824,2,8,1919,3,3
1265,181000,6,1337,2,5,1998,2,2
1267,122000,7,1889,1,9,1910,3,1
1268,378500,9,2018,3,10,2008,0,0
1269,381000,8,3447,3,11,1935,2,3
1270,144000,5,1524,1,7,1958,3,3
1271,260000,7,1524,2,4,1979,2,2
1272,185750,6,1489,2,7,1968,2,3
1273,137000,5,935,1,5,1965,3,3
1276,137000,5,1920,2,10,1948,3,3
1277,162000,6,1395,2,6,1972,3,3
1278,197900,6,1724,2,7,1967,3,3
1279,237000,8,2031,2,7,2002,2,2
1280,68400,4,1128,2,6,1920,3,3
1281,227000,7,1573,2,6,2002,2,2
1282,180000,7,1339,2,6,1990,3,3
1284,139000,6,1824,0,8,1971,3,3
1285,169000,6,2447,1,10,1919,2,3
1287,143000,6,1328,2,6,1963,3,3
1288,190000,5,1582,2,7,1964,3,3
1289,278000,8,1659,2,5,2000,0,2
1290,281000,8,1970,3,8,2006,0,2
1292,119500,5,1302,1,6,1972,3,3
1293,107500,5,2372,1,11,1892,3,3
1294,162900,7,1664,2,8,1976,3,3
1295,115000,5,864,2,5,1955,3,3
1296,138500,5,1052,1,5,1968,3,3
1297,155000,5,1128,2,6,1963,3,3
1298,140000,6,1072,2,5,2005,3,3
1300,154000,5,1246,1,6,1959,2,3
1303,290000,8,2526,3,8,1994,2,2
1304,232000,7,1616,3,7,2005,2,2
1305,130000,7,1708,2,7,2004,2,2
1306,325000,9,1652,2,6,2006,0,2
1307,202500,7,1368,2,6,2005,2,2
1309,147000,5,1122,2,6,1948,2,3
1310,179200,6,1294,2,6,1991,2,3
1311,335000,7,1902,2,7,1959,0,2
1312,203000,7,1274,2,6,2005,2,2
1313,302000,8,2810,2,9,1990,2,2
1314,333168,9,2599,3,10,1999,2,2
1315,119000,4,948,1,5,1954,3,3
1316,206900,6,2112,2,9,1969,3,3
1317,295493,8,1630,3,8,2008,0,2
1320,111000,4,948,1,5,1954,3,3
1322,72500,3,720,1,4,1949,3,3
1325,147000,8,1795,3,7,2006,2,2
1326,55000,4,796,0,5,1922,3,3
1327,79000,3,774,0,6,1931,2,3
1328,130500,5,816,1,5,1982,2,2
1329,256000,6,2792,2,8,1920,3,2
1330,176500,7,1632,2,8,1998,3,3
1331,227000,8,1588,3,7,2006,2,2
1332,132500,5,954,2,6,1976,3,3
1333,100000,4,816,1,3,1938,3,3
1334,125500,5,1360,1,6,1938,2,3
1335,125000,5,1365,2,7,1970,3,3
1337,135000,5,1656,2,8,1973,3,3
1338,52500,4,693,0,4,1941,1,3
1342,155000,6,1114,2,6,2003,2,3
1343,228500,8,2169,2,7,2002,2,2
1344,177000,6,1913,2,9,1928,3,3
1345,155835,7,1456,2,8,2006,2,2
1346,108500,4,960,1,5,1920,1,3
1347,262500,7,2156,2,9,1968,3,3
1348,283463,8,1776,3,7,2006,2,2
1350,122000,8,2358,0,8,1872,3,3
1353,134900,6,1176,2,4,1937,3,2
1354,410000,8,3238,3,9,1995,2,2
1355,235000,7,1865,3,7,2000,2,2
1357,110000,5,892,1,5,1966,3,3
1358,149900,5,1078,2,6,1971,3,3
1361,189000,5,2601,2,8,1921,3,3
1362,260000,7,1530,2,7,2005,2,2
1363,104900,4,1738,1,7,1920,3,3
1364,156932,6,1412,2,6,2006,2,3
1365,144152,7,1200,2,4,2005,2,2
1366,216000,7,1674,2,7,2000,2,2
1367,193000,7,1790,2,7,1999,2,2
1368,127000,5,1475,1,6,1977,3,3
1369,144000,6,848,2,4,2003,2,2
1370,232000,8,1668,2,8,2003,2,2
1371,105000,4,1374,1,6,1920,3,1
1372,165500,6,1661,1,8,1955,2,3
1373,274300,7,2097,2,8,1998,2,3
1374,466500,10,2633,3,8,2001,0,0
1375,250000,7,1958,3,9,2005,2,2
1376,239000,8,1571,3,7,2007,2,2
1377,91000,6,790,1,4,1930,3,3
1378,117000,5,1604,2,6,1941,3,3
1379,83000,6,987,1,5,1973,3,3
1380,167500,5,1394,2,7,2006,2,3
1381,58500,3,864,1,5,1914,3,3
1382,237500,6,2117,2,7,1970,3,3
1383,157000,7,1762,2,8,1920,2,3
1384,112000,5,1416,2,7,1918,2,3
1385,105000,6,1258,1,6,1939,3,3
1386,125500,4,1154,1,7,1922,2,3
1389,377500,9,1746,3,7,2006,0,0
1390,131000,6,1218,2,6,1941,3,3
1391,235000,7,1525,2,6,2000,2,2
1392,124000,5,1584,3,8,1967,3,3
1394,163000,6,1912,2,7,1905,3,3
1395,246578,7,1500,3,6,2006,2,2
1396,281213,8,2482,3,9,2005,2,2
1397,160000,5,1687,2,7,1948,3,3
1398,137500,5,1513,1,8,1920,3,3
1399,138000,5,1904,1,7,1950,3,3
1400,137450,6,1608,1,7,1925,2,3
1401,120000,6,1158,1,5,1929,3,3
1402,193000,6,1593,2,8,2004,3,3
1406,275000,8,1646,2,5,2004,2,2
1407,133000,5,768,2,5,1972,3,3
1408,112000,5,833,0,5,1985,3,3
1409,125500,4,1363,2,6,1910,3,3
1410,215000,7,2093,2,7,1986,3,3
1411,230000,7,1840,2,6,2001,2,2
1412,140000,6,1668,1,6,1950,3,3
1413,90000,4,1040,2,6,1949,3,3
1414,257000,8,1844,2,7,2005,2,2
1415,207000,6,1848,2,8,1923,2,3
1417,122500,4,2290,2,11,1885,3,3
1418,340000,8,2450,3,7,1998,2,2
1419,124000,5,1144,1,6,1963,3,3
1420,223000,6,1844,2,7,1969,2,2
1421,179900,6,1416,2,7,1968,3,3
1422,127500,6,1069,2,4,1977,3,3
1423,136500,6,848,2,3,2003,2,2
1424,274970,6,2201,2,8,1966,2,2
1425,144000,5,1344,1,6,1958,3,3
1426,142000,6,1252,2,7,1959,2,2
1427,271000,7,2127,2,5,1994,2,2
1429,119000,5,804,1,4,1940,2,3
1431,192140,5,1838,2,7,2005,3,2
1432,143750,6,958,2,5,1976,3,3
1433,64500,4,968,1,5,1927,3,3
1434,186500,6,1792,2,8,2000,3,3
1435,160000,5,1126,2,5,1977,3,3
1436,174000,6,1537,2,7,1962,2,2
1437,120500,4,864,2,5,1971,3,3
1438,394617,8,1932,3,7,2008,0,0
1439,149700,6,1236,2,6,1957,3,3
1440,197000,7,1725,2,6,1979,3,3
1441,191000,6,2555,2,11,1922,3,3
1442,149300,6,848,2,3,2004,2,2
1443,310000,10,2007,3,10,2008,0,0
1444,121000,6,952,1,4,1916,1,3
1445,179600,7,1422,2,7,2004,2,2
1446,129000,6,913,1,6,1966,3,3
1447,157900,5,1188,1,6,1962,3,3
1448,240000,8,2090,2,8,1995,2,2
1449,112000,4,1346,1,6,1910,3,3
1450,92000,5,630,0,3,1970,0,3
1452,287090,8,1578,3,7,2008,0,2
1454,84500,5,1140,0,6,2006,3,3
1455,185000,7,1221,2,6,2004,2,2
1456,175000,6,1647,2,7,1999,3,3
1457,210000,6,2073,2,7,1978,3,3
1458,266500,7,2340,1,9,1941,2,0
1459,142125,5,1078,1,5,1950,2,3
1460,147500,5,1256,1,6,1965,3,2
